3
100 80 60
22 75 31 1.0000000000000000e+00
22 75 38 1.0000000000000000e+00
22 75 53 1.0000000000000000e+00
22 75 59 1.0000000000000000e+00
22 79 1 3.0000000000000000e+00
22 79 18 3.0000000000000000e+00
22 79 29 4.0000000000000000e+00
22 79 31 1.0000000000000000e+00
22 79 33 8.0000000000000000e+00
22 79 38 2.0000000000000000e+00
22 79 50 1.0000000000000000e+00
22 79 53 4.0000000000000000e+00
22 79 55 2.0000000000000000e+00
22 79 59 3.0000000000000000e+00
22 80 18 1.0000000000000000e+00
22 80 29 1.0000000000000000e+00
22 80 31 1.0000000000000000e+00
22 80 33 1.0000000000000000e+00
22 80 59 2.0000000000000000e+00
23 1 53 1.0000000000000000e+00
23 9 5 3.0000000000000000e+00
23 9 17 2.0000000000000000e+00
23 9 19 4.0000000000000000e+00
23 9 20 3.0000000000000000e+00
23 9 22 1.0000000000000000e+00
23 9 24 1.0000000000000000e+00
23 9 32 3.0000000000000000e+00
23 9 54 6.0000000000000000e+00
23 9 57 1.0000000000000000e+00
23 12 36 1.0000000000000000e+00
23 13 42 1.0000000000000000e+00
23 13 49 1.0000000000000000e+00
23 17 54 1.0000000000000000e+00
23 20 5 2.0000000000000000e+00
23 20 17 1.0000000000000000e+00
23 20 19 3.0000000000000000e+00
23 20 20 4.0000000000000000e+00
23 20 32 2.0000000000000000e+00
23 20 39 2.0000000000000000e+00
23 20 41 1.0000000000000000e+00
23 20 53 2.0000000000000000e+00
23 20 54 3.0000000000000000e+00
23 23 17 1.0000000000000000e+00
23 23 19 2.0000000000000000e+00
23 23 20 1.0000000000000000e+00
23 23 38 1.0000000000000000e+00
23 23 39 1.0000000000000000e+00
23 23 54 2.0000000000000000e+00
23 25 5 3.0000000000000000e+00
23 25 20 5.0000000000000000e+00
23 25 24 2.0000000000000000e+00
23 25 53 2.0000000000000000e+00
23 25 54 2.0000000000000000e+00
23 29 22 1.0000000000000000e+00
23 32 33 1.0000000000000000e+00
23 33 19 1.0000000000000000e+00
23 35 1 1.0000000000000000e+00
23 38 5 1.0000000000000000e+00
23 38 17 1.0000000000000000e+00
23 38 19 2.0000000000000000e+00
23 38 20 3.0000000000000000e+00
23 38 24 1.0000000000000000e+00
23 38 28 1.0000000000000000e+00
23 38 32 3.0000000000000000e+00
23 38 39 4.0000000000000000e+00
23 38 53 4.0000000000000000e+00
23 38 54 2.0000000000000000e+00
23 39 5 2.0000000000000000e+00
23 39 19 2.0000000000000000e+00
23 39 20 2.0000000000000000e+00
23 39 24 1.0000000000000000e+00
23 39 38 2.0000000000000000e+00
23 39 39 1.0000000000000000e+00
23 39 54 5.0000000000000000e+00
23 39 57 1.0000000000000000e+00
23 43 19 1.0000000000000000e+00
23 43 20 1.0000000000000000e+00
23 45 53 1.0000000000000000e+00
23 45 54 1.0000000000000000e+00
23 48 48 1.0000000000000000e+00
23 50 5 3.0000000000000000e+00
23 50 19 1.0000000000000000e+00
23 50 24 1.0000000000000000e+00
23 50 32 3.0000000000000000e+00
23 50 36 1.0000000000000000e+00
23 50 38 1.0000000000000000e+00
23 50 53 1.0000000000000000e+00
23 50 57 1.0000000000000000e+00
23 56 5 1.0000000000000000e+00
23 56 20 1.0000000000000000e+00
23 56 24 1.0000000000000000e+00
23 56 32 1.0000000000000000e+00
23 57 53 1.0000000000000000e+00
23 58 5 1.0000000000000000e+00
23 59 20 2.0000000000000000e+00
23 59 39 2.0000000000000000e+00
23 60 8 2.0000000000000000e+00
23 60 9 1.0000000000000000e+00
23 61 19 1.0000000000000000e+00
23 64 5 2.0000000000000000e+00
23 64 19 1.0000000000000000e+00
23 64 20 4.0000000000000000e+00
23 64 32 3.0000000000000000e+00
23 64 36 1.0000000000000000e+00
23 64 38 1.0000000000000000e+00
23 64 53 1.0000000000000000e+00
23 64 54 1.0000000000000000e+00
23 65 5 1.0000000000000000e+00
23 65 19 1.0000000000000000e+00
23 65 20 1.0000000000000000e+00
23 70 5 1.0000000000000000e+00
23 70 32 1.0000000000000000e+00
23 70 36 1.0000000000000000e+00
23 71 5 1.0000000000000000e+00
23 71 16 1.0000000000000000e+00
23 71 17 1.0000000000000000e+00
23 71 19 2.0000000000000000e+00
23 71 32 2.0000000000000000e+00
23 71 36 1.0000000000000000e+00
23 71 39 4.0000000000000000e+00
23 71 53 1.0000000000000000e+00
23 71 54 2.0000000000000000e+00
23 77 5 2.0000000000000000e+00
23 77 53 1.0000000000000000e+00
23 80 5 1.0000000000000000e+00
23 80 17 1.0000000000000000e+00
23 80 19 1.0000000000000000e+00
23 80 31 1.0000000000000000e+00
23 80 38 1.0000000000000000e+00
23 80 43 1.0000000000000000e+00
23 80 53 1.0000000000000000e+00
23 80 54 1.0000000000000000e+00
24 20 38 1.0000000000000000e+00
24 29 59 1.0000000000000000e+00
24 30 27 1.0000000000000000e+00
24 30 53 1.0000000000000000e+00
24 36 38 1.0000000000000000e+00
24 38 5 1.0000000000000000e+00
24 39 20 1.0000000000000000e+00
24 64 39 1.0000000000000000e+00
24 66 59 1.0000000000000000e+00
24 77 32 1.0000000000000000e+00
24 80 5 1.0000000000000000e+00
25 1 20 1.0000000000000000e+00
25 4 1 2.0000000000000000e+00
25 4 3 1.0000000000000000e+00
25 4 8 3.0000000000000000e+00
25 4 9 1.0000000000000000e+00
25 4 19 5.0000000000000000e+00
25 4 26 1.0000000000000000e+00
25 4 27 2.0000000000000000e+00
25 4 33 1.0000000000000000e+00
25 4 35 1.0000000000000000e+00
25 4 37 1.0000000000000000e+00
25 4 43 2.0000000000000000e+00
25 4 50 1.0000000000000000e+00
25 4 53 1.0000000000000000e+00
25 5 9 3.0000000000000000e+00
25 5 19 2.0000000000000000e+00
25 5 27 3.0000000000000000e+00
25 5 35 1.0000000000000000e+00
25 6 1 1.0000000000000000e+00
25 6 3 1.0000000000000000e+00
25 6 9 2.0000000000000000e+00
25 6 19 3.0000000000000000e+00
25 6 26 1.0000000000000000e+00
25 6 27 2.0000000000000000e+00
25 6 37 1.0000000000000000e+00
25 6 53 2.0000000000000000e+00
25 8 3 3.0000000000000000e+00
25 8 8 1.0000000000000000e+00
25 8 9 3.0000000000000000e+00
25 8 19 5.0000000000000000e+00
25 8 27 5.0000000000000000e+00
25 8 37 1.0000000000000000e+00
25 8 53 2.0000000000000000e+00
25 9 5 5.0000000000000000e+00
25 9 17 1.0000000000000000e+00
25 9 19 2.0000000000000000e+00
25 9 20 3.0000000000000000e+00
25 9 24 1.0000000000000000e+00
25 9 32 1.0000000000000000e+00
25 9 36 2.0000000000000000e+00
25 9 38 1.0000000000000000e+00
25 9 39 1.0000000000000000e+00
25 9 53 3.0000000000000000e+00
25 9 54 1.0000000000000000e+00
25 13 31 1.0000000000000000e+00
25 14 1 1.0000000000000000e+00
25 14 3 1.0000000000000000e+00
25 14 8 2.0000000000000000e+00
25 14 9 4.0000000000000000e+00
25 14 19 1.0000000000000000e+00
25 14 27 5.0000000000000000e+00
25 14 37 1.0000000000000000e+00
25 14 53 2.0000000000000000e+00
25 15 1 1.0000000000000000e+00
25 19 39 1.0000000000000000e+00
25 20 5 9.0000000000000000e+00
25 20 17 2.0000000000000000e+00
25 20 19 3.0000000000000000e+00
25 20 20 6.0000000000000000e+00
25 20 24 2.0000000000000000e+00
25 20 32 5.0000000000000000e+00
25 20 38 4.0000000000000000e+00
25 20 39 2.0000000000000000e+00
25 20 42 1.0000000000000000e+00
25 20 54 5.0000000000000000e+00
25 20 57 1.0000000000000000e+00
25 23 5 1.0000000000000000e+00
25 23 17 1.0000000000000000e+00
25 23 32 1.0000000000000000e+00
25 23 36 1.0000000000000000e+00
25 23 53 1.0000000000000000e+00
25 25 5 2.0000000000000000e+00
25 25 17 1.0000000000000000e+00
25 25 19 3.0000000000000000e+00
25 25 24 1.0000000000000000e+00
25 25 32 2.0000000000000000e+00
25 25 38 1.0000000000000000e+00
25 25 53 4.0000000000000000e+00
25 25 54 2.0000000000000000e+00
25 25 57 1.0000000000000000e+00
25 26 53 1.0000000000000000e+00
25 30 1 1.0000000000000000e+00
25 30 5 1.0000000000000000e+00
25 30 8 1.0000000000000000e+00
25 30 9 2.0000000000000000e+00
25 30 19 4.0000000000000000e+00
25 30 37 1.0000000000000000e+00
25 30 53 1.0000000000000000e+00
25 35 50 1.0000000000000000e+00
25 36 3 1.0000000000000000e+00
25 38 1 1.0000000000000000e+00
25 38 5 6.0000000000000000e+00
25 38 8 3.0000000000000000e+00
25 38 9 1.0000000000000000e+00
25 38 17 2.0000000000000000e+00
25 38 19 6.0000000000000000e+00
25 38 20 7.0000000000000000e+00
25 38 24 2.0000000000000000e+00
25 38 26 1.0000000000000000e+00
25 38 32 4.0000000000000000e+00
25 38 36 1.0000000000000000e+00
25 38 38 1.0000000000000000e+00
25 38 39 2.0000000000000000e+00
25 38 53 6.0000000000000000e+00
25 38 54 4.0000000000000000e+00
25 39 5 5.0000000000000000e+00
25 39 19 8.0000000000000000e+00
25 39 20 6.0000000000000000e+00
25 39 24 5.0000000000000000e+00
25 39 32 1.0000000000000000e+00
25 39 33 1.0000000000000000e+00
25 39 36 1.0000000000000000e+00
25 39 38 2.0000000000000000e+00
25 39 39 2.0000000000000000e+00
25 39 53 1.0000000000000000e+00
25 39 54 4.0000000000000000e+00
25 44 26 1.0000000000000000e+00
25 45 1 2.0000000000000000e+00
25 45 3 1.0000000000000000e+00
25 45 8 1.0000000000000000e+00
25 45 9 5.0000000000000000e+00
25 45 19 3.0000000000000000e+00
25 45 26 1.0000000000000000e+00
25 45 27 1.0000000000000000e+00
25 45 35 1.0000000000000000e+00
25 45 38 1.0000000000000000e+00
25 45 40 1.0000000000000000e+00
25 45 53 1.0000000000000000e+00
25 47 29 1.0000000000000000e+00
25 47 39 1.0000000000000000e+00
25 48 3 1.0000000000000000e+00
25 48 5 1.0000000000000000e+00
25 48 39 1.0000000000000000e+00
25 50 5 6.0000000000000000e+00
25 50 9 1.0000000000000000e+00
25 50 19 1.0000000000000000e+00
25 50 20 5.0000000000000000e+00
25 50 32 1.0000000000000000e+00
25 50 35 1.0000000000000000e+00
25 50 38 1.0000000000000000e+00
25 50 39 2.0000000000000000e+00
25 50 53 3.0000000000000000e+00
25 50 54 2.0000000000000000e+00
25 54 3 1.0000000000000000e+00
25 54 8 1.0000000000000000e+00
25 54 27 2.0000000000000000e+00
25 54 37 1.0000000000000000e+00
25 55 1 2.0000000000000000e+00
25 55 3 1.0000000000000000e+00
25 55 8 4.0000000000000000e+00
25 55 9 2.0000000000000000e+00
25 55 19 1.0000000000000000e+00
25 55 24 1.0000000000000000e+00
25 55 27 3.0000000000000000e+00
25 55 37 1.0000000000000000e+00
25 55 53 2.0000000000000000e+00
25 56 5 2.0000000000000000e+00
25 56 19 2.0000000000000000e+00
25 56 20 3.0000000000000000e+00
25 56 24 1.0000000000000000e+00
25 56 32 2.0000000000000000e+00
25 56 38 1.0000000000000000e+00
25 56 39 1.0000000000000000e+00
25 56 53 3.0000000000000000e+00
25 58 3 1.0000000000000000e+00
25 58 17 1.0000000000000000e+00
25 58 32 1.0000000000000000e+00
25 58 39 1.0000000000000000e+00
25 58 53 1.0000000000000000e+00
25 59 5 1.0000000000000000e+00
25 59 19 2.0000000000000000e+00
25 59 21 1.0000000000000000e+00
25 59 22 1.0000000000000000e+00
25 59 24 3.0000000000000000e+00
25 59 32 1.0000000000000000e+00
25 59 35 1.0000000000000000e+00
25 59 53 2.0000000000000000e+00
25 59 54 1.0000000000000000e+00
25 59 57 1.0000000000000000e+00
25 60 1 4.0000000000000000e+00
25 60 3 1.0000000000000000e+00
25 60 8 1.0000000000000000e+00
25 60 9 1.0000000000000000e+00
25 60 19 5.0000000000000000e+00
25 60 26 1.0000000000000000e+00
25 60 27 3.0000000000000000e+00
25 60 35 1.0000000000000000e+00
25 60 53 2.0000000000000000e+00
25 61 1 1.0000000000000000e+00
25 61 3 1.0000000000000000e+00
25 61 19 1.0000000000000000e+00
25 61 27 1.0000000000000000e+00
25 61 33 1.0000000000000000e+00
25 62 26 1.0000000000000000e+00
25 64 5 4.0000000000000000e+00
25 64 17 1.0000000000000000e+00
25 64 19 2.0000000000000000e+00
25 64 20 1.0000000000000000e+00
25 64 24 3.0000000000000000e+00
25 64 32 1.0000000000000000e+00
25 64 39 1.0000000000000000e+00
25 64 53 1.0000000000000000e+00
25 64 54 2.0000000000000000e+00
25 65 5 1.0000000000000000e+00
25 65 19 1.0000000000000000e+00
25 65 24 1.0000000000000000e+00
25 65 27 1.0000000000000000e+00
25 65 32 1.0000000000000000e+00
25 65 39 1.0000000000000000e+00
25 65 53 1.0000000000000000e+00
25 65 54 1.0000000000000000e+00
25 66 7 1.0000000000000000e+00
25 66 8 1.0000000000000000e+00
25 66 19 2.0000000000000000e+00
25 66 27 1.0000000000000000e+00
25 66 37 1.0000000000000000e+00
25 67 26 1.0000000000000000e+00
25 70 5 2.0000000000000000e+00
25 70 6 1.0000000000000000e+00
25 70 19 2.0000000000000000e+00
25 70 20 2.0000000000000000e+00
25 70 38 1.0000000000000000e+00
25 70 53 1.0000000000000000e+00
25 70 54 1.0000000000000000e+00
25 71 1 2.0000000000000000e+00
25 71 3 1.0000000000000000e+00
25 71 5 7.0000000000000000e+00
25 71 8 1.0000000000000000e+00
25 71 9 3.0000000000000000e+00
25 71 17 1.0000000000000000e+00
25 71 19 4.0000000000000000e+00
25 71 20 4.0000000000000000e+00
25 71 24 1.0000000000000000e+00
25 71 27 5.0000000000000000e+00
25 71 32 3.0000000000000000e+00
25 71 35 1.0000000000000000e+00
25 71 36 1.0000000000000000e+00
25 71 37 1.0000000000000000e+00
25 71 38 1.0000000000000000e+00
25 71 39 2.0000000000000000e+00
25 71 53 4.0000000000000000e+00
25 71 54 2.0000000000000000e+00
25 72 1 1.0000000000000000e+00
25 74 49 1.0000000000000000e+00
25 77 20 1.0000000000000000e+00
25 77 32 1.0000000000000000e+00
25 77 54 1.0000000000000000e+00
25 79 19 1.0000000000000000e+00
25 79 53 1.0000000000000000e+00
25 80 5 2.0000000000000000e+00
25 80 17 3.0000000000000000e+00
25 80 20 3.0000000000000000e+00
25 80 24 4.0000000000000000e+00
25 80 26 1.0000000000000000e+00
25 80 32 2.0000000000000000e+00
25 80 36 1.0000000000000000e+00
25 80 38 3.0000000000000000e+00
25 80 39 1.0000000000000000e+00
25 80 53 2.0000000000000000e+00
25 80 54 1.0000000000000000e+00
26 6 30 1.0000000000000000e+00
26 29 22 1.0000000000000000e+00
26 30 35 1.0000000000000000e+00
26 47 42 1.0000000000000000e+00
26 65 47 1.0000000000000000e+00
27 1 6 1.0000000000000000e+00
27 1 48 1.0000000000000000e+00
27 2 29 1.0000000000000000e+00
27 6 6 2.0000000000000000e+00
27 6 17 4.0000000000000000e+00
27 6 30 2.0000000000000000e+00
27 6 39 1.0000000000000000e+00
27 6 42 3.0000000000000000e+00
27 6 48 2.0000000000000000e+00
27 6 49 5.0000000000000000e+00
27 6 52 2.0000000000000000e+00
27 6 53 1.0000000000000000e+00
27 9 53 1.0000000000000000e+00
27 11 6 1.0000000000000000e+00
27 13 6 3.0000000000000000e+00
27 13 17 2.0000000000000000e+00
27 13 29 1.0000000000000000e+00
27 13 30 2.0000000000000000e+00
27 13 32 1.0000000000000000e+00
27 13 39 2.0000000000000000e+00
27 13 42 1.0000000000000000e+00
27 13 48 1.0000000000000000e+00
27 13 49 4.0000000000000000e+00
27 13 52 4.0000000000000000e+00
27 15 6 1.0000000000000000e+00
27 15 17 1.0000000000000000e+01
27 15 30 4.0000000000000000e+00
27 15 42 3.0000000000000000e+00
27 15 48 1.0000000000000000e+00
27 15 49 2.0000000000000000e+00
27 15 52 5.0000000000000000e+00
27 19 6 1.0000000000000000e+00
27 19 17 6.0000000000000000e+00
27 19 29 1.0000000000000000e+00
27 19 30 5.0000000000000000e+00
27 19 32 1.0000000000000000e+00
27 19 37 1.0000000000000000e+00
27 19 42 2.0000000000000000e+00
27 19 48 1.0000000000000000e+00
27 19 49 5.0000000000000000e+00
27 19 52 3.0000000000000000e+00
27 19 53 1.0000000000000000e+00
27 20 2 1.0000000000000000e+00
27 20 6 1.0000000000000000e+00
27 20 17 4.0000000000000000e+00
27 20 29 1.0000000000000000e+00
27 20 30 4.0000000000000000e+00
27 20 42 6.0000000000000000e+00
27 20 48 1.0000000000000000e+00
27 20 49 5.0000000000000000e+00
27 20 52 3.0000000000000000e+00
27 20 53 4.0000000000000000e+00
27 29 18 1.0000000000000000e+00
27 30 1 2.0000000000000000e+00
27 36 6 3.0000000000000000e+00
27 36 17 5.0000000000000000e+00
27 36 29 1.0000000000000000e+00
27 36 30 3.0000000000000000e+00
27 36 39 1.0000000000000000e+00
27 36 42 3.0000000000000000e+00
27 36 48 2.0000000000000000e+00
27 36 49 6.0000000000000000e+00
27 36 52 2.0000000000000000e+00
27 38 6 2.0000000000000000e+00
27 38 17 4.0000000000000000e+00
27 38 30 4.0000000000000000e+00
27 38 32 1.0000000000000000e+00
27 38 42 3.0000000000000000e+00
27 38 48 1.0000000000000000e+00
27 38 49 3.0000000000000000e+00
27 38 52 2.0000000000000000e+00
27 38 53 7.0000000000000000e+00
27 44 6 2.0000000000000000e+00
27 44 17 5.0000000000000000e+00
27 44 30 1.0000000000000000e+00
27 44 32 1.0000000000000000e+00
27 44 42 1.0000000000000000e+00
27 44 48 2.0000000000000000e+00
27 44 49 6.0000000000000000e+00
27 44 52 4.0000000000000000e+00
27 44 53 3.0000000000000000e+00
27 45 49 1.0000000000000000e+00
27 46 6 3.0000000000000000e+00
27 46 17 2.0000000000000000e+00
27 46 37 1.0000000000000000e+00
27 46 39 1.0000000000000000e+00
27 46 42 1.0000000000000000e+00
27 46 49 2.0000000000000000e+00
27 46 50 1.0000000000000000e+00
27 46 52 4.0000000000000000e+00
27 46 53 1.0000000000000000e+00
27 47 6 2.0000000000000000e+00
27 47 17 3.0000000000000000e+00
27 47 19 2.0000000000000000e+00
27 47 29 1.0000000000000000e+00
27 47 42 4.0000000000000000e+00
27 47 49 4.0000000000000000e+00
27 47 52 2.0000000000000000e+00
27 47 53 4.0000000000000000e+00
27 48 6 3.0000000000000000e+00
27 48 17 4.0000000000000000e+00
27 48 30 4.0000000000000000e+00
27 48 39 1.0000000000000000e+00
27 48 42 1.0000000000000000e+00
27 48 47 1.0000000000000000e+00
27 48 48 1.0000000000000000e+00
27 48 49 2.0000000000000000e+00
27 48 52 3.0000000000000000e+00
27 48 53 2.0000000000000000e+00
27 49 6 1.0000000000000000e+00
27 49 17 1.0000000000000000e+00
27 49 39 2.0000000000000000e+00
27 49 42 1.0000000000000000e+00
27 49 49 1.0000000000000000e+00
27 49 52 3.0000000000000000e+00
27 49 53 1.0000000000000000e+00
27 52 52 1.0000000000000000e+00
27 59 17 1.0000000000000000e+00
27 60 42 1.0000000000000000e+00
27 61 33 1.0000000000000000e+00
27 62 52 1.0000000000000000e+00
27 67 6 5.0000000000000000e+00
27 67 17 3.0000000000000000e+00
27 67 30 4.0000000000000000e+00
27 67 32 1.0000000000000000e+00
27 67 39 2.0000000000000000e+00
27 67 42 1.0000000000000000e+00
27 67 48 1.0000000000000000e+00
27 67 49 4.0000000000000000e+00
27 67 52 3.0000000000000000e+00
27 67 53 2.0000000000000000e+00
27 71 19 1.0000000000000000e+00
27 71 52 1.0000000000000000e+00
27 73 17 2.0000000000000000e+00
27 73 30 2.0000000000000000e+00
27 73 42 1.0000000000000000e+00
27 73 48 1.0000000000000000e+00
27 73 49 3.0000000000000000e+00
27 73 53 1.0000000000000000e+00
27 73 60 1.0000000000000000e+00
27 74 6 2.0000000000000000e+00
27 74 17 3.0000000000000000e+00
27 74 30 5.0000000000000000e+00
27 74 42 2.0000000000000000e+00
27 74 48 1.0000000000000000e+00
27 74 52 1.0000000000000000e+00
27 74 53 2.0000000000000000e+00
27 75 49 1.0000000000000000e+00
27 79 6 1.0000000000000000e+00
27 80 38 1.0000000000000000e+00
28 4 1 1.0000000000000000e+00
28 19 2 1.0000000000000000e+00
28 30 26 1.0000000000000000e+00
28 55 9 1.0000000000000000e+00
28 55 37 1.0000000000000000e+00
28 60 35 1.0000000000000000e+00
28 79 15 1.0000000000000000e+00
28 80 20 1.0000000000000000e+00
29 7 2 1.0000000000000000e+00
29 9 38 1.0000000000000000e+00
29 27 18 1.0000000000000000e+00
29 33 41 1.0000000000000000e+00
29 38 9 1.0000000000000000e+00
29 38 27 1.0000000000000000e+00
29 38 49 1.0000000000000000e+00
29 46 59 1.0000000000000000e+00
29 57 37 1.0000000000000000e+00
29 59 32 1.0000000000000000e+00
29 61 1 1.0000000000000000e+00
29 61 9 1.0000000000000000e+00
29 62 55 1.0000000000000000e+00
29 66 53 1.0000000000000000e+00
29 79 18 1.0000000000000000e+00
29 79 53 1.0000000000000000e+00
30 2 1 2.0000000000000000e+00
30 2 18 3.0000000000000000e+00
30 2 22 1.0000000000000000e+00
30 2 29 1.0000000000000000e+00
30 2 50 2.0000000000000000e+00
30 2 53 1.0000000000000000e+00
30 2 55 1.0000000000000000e+00
30 2 59 6.0000000000000000e+00
30 8 1 1.0000000000000000e+00
30 8 15 2.0000000000000000e+00
30 8 22 2.0000000000000000e+00
30 8 27 1.0000000000000000e+00
30 8 29 1.0000000000000000e+00
30 8 31 1.0000000000000000e+00
30 8 33 2.0000000000000000e+00
30 8 38 4.0000000000000000e+00
30 8 50 1.0000000000000000e+00
30 8 53 3.0000000000000000e+00
30 8 55 3.0000000000000000e+00
30 8 59 5.0000000000000000e+00
30 13 55 1.0000000000000000e+00
30 14 35 1.0000000000000000e+00
30 21 18 2.0000000000000000e+00
30 22 31 1.0000000000000000e+00
30 26 59 1.0000000000000000e+00
30 27 18 1.0000000000000000e+00
30 27 29 1.0000000000000000e+00
30 27 31 3.0000000000000000e+00
30 27 33 5.0000000000000000e+00
30 27 38 1.0000000000000000e+00
30 27 50 2.0000000000000000e+00
30 27 53 3.0000000000000000e+00
30 29 1 1.0000000000000000e+00
30 29 15 4.0000000000000000e+00
30 29 18 1.0000000000000000e+00
30 29 22 1.0000000000000000e+00
30 29 29 5.0000000000000000e+00
30 29 31 1.0000000000000000e+00
30 29 33 5.0000000000000000e+00
30 29 38 2.0000000000000000e+00
30 29 50 2.0000000000000000e+00
30 29 53 2.0000000000000000e+00
30 29 55 5.0000000000000000e+00
30 29 59 6.0000000000000000e+00
30 30 1 1.0000000000000000e+00
30 30 9 1.0000000000000000e+00
30 30 15 2.0000000000000000e+00
30 30 18 3.0000000000000000e+00
30 30 22 4.0000000000000000e+00
30 30 29 2.0000000000000000e+00
30 30 33 2.0000000000000000e+00
30 30 38 1.0000000000000000e+00
30 30 50 2.0000000000000000e+00
30 30 53 6.0000000000000000e+00
30 30 55 4.0000000000000000e+00
30 30 59 4.0000000000000000e+00
30 32 1 1.0000000000000000e+00
30 32 18 2.0000000000000000e+00
30 32 22 2.0000000000000000e+00
30 32 33 3.0000000000000000e+00
30 32 38 6.0000000000000000e+00
30 32 50 1.0000000000000000e+00
30 32 53 1.0000000000000000e+00
30 32 55 1.0000000000000000e+00
30 32 59 4.0000000000000000e+00
30 33 5 1.0000000000000000e+00
30 33 45 1.0000000000000000e+00
30 34 50 1.0000000000000000e+00
30 35 13 1.0000000000000000e+00
30 35 15 1.0000000000000000e+00
30 35 17 1.0000000000000000e+00
30 35 18 6.0000000000000000e+00
30 35 22 1.0000000000000000e+00
30 35 29 4.0000000000000000e+00
30 35 31 2.0000000000000000e+00
30 35 33 3.0000000000000000e+00
30 35 38 6.0000000000000000e+00
30 35 50 1.0000000000000000e+00
30 35 53 7.0000000000000000e+00
30 35 55 1.0000000000000000e+00
30 35 59 3.0000000000000000e+00
30 36 1 1.0000000000000000e+00
30 36 18 2.0000000000000000e+00
30 36 22 1.0000000000000000e+00
30 36 29 1.0000000000000000e+00
30 36 33 6.0000000000000000e+00
30 36 38 3.0000000000000000e+00
30 36 44 1.0000000000000000e+00
30 36 50 2.0000000000000000e+00
30 36 53 2.0000000000000000e+00
30 36 54 1.0000000000000000e+00
30 36 55 1.0000000000000000e+00
30 36 59 1.0000000000000000e+00
30 37 29 1.0000000000000000e+00
30 38 5 1.0000000000000000e+00
30 43 59 1.0000000000000000e+00
30 46 1 2.0000000000000000e+00
30 46 15 1.0000000000000000e+00
30 46 18 3.0000000000000000e+00
30 46 22 1.0000000000000000e+00
30 46 29 4.0000000000000000e+00
30 46 33 2.0000000000000000e+00
30 46 38 1.0000000000000000e+00
30 46 53 3.0000000000000000e+00
30 46 59 2.0000000000000000e+00
30 47 33 1.0000000000000000e+00
30 51 18 1.0000000000000000e+00
30 53 22 1.0000000000000000e+00
30 53 50 1.0000000000000000e+00
30 53 55 1.0000000000000000e+00
30 58 4 1.0000000000000000e+00
30 60 1 1.0000000000000000e+00
30 60 53 1.0000000000000000e+00
30 61 1 3.0000000000000000e+00
30 61 15 1.0000000000000000e+00
30 61 18 2.0000000000000000e+00
30 61 22 1.0000000000000000e+00
30 61 29 2.0000000000000000e+00
30 61 33 4.0000000000000000e+00
30 61 38 2.0000000000000000e+00
30 61 50 2.0000000000000000e+00
30 61 53 3.0000000000000000e+00
30 61 55 2.0000000000000000e+00
30 61 59 5.0000000000000000e+00
30 62 1 2.0000000000000000e+00
30 62 15 1.0000000000000000e+00
30 62 18 1.0000000000000000e+00
30 62 31 1.0000000000000000e+00
30 62 33 2.0000000000000000e+00
30 62 38 2.0000000000000000e+00
30 62 53 3.0000000000000000e+00
30 62 59 3.0000000000000000e+00
30 64 53 1.0000000000000000e+00
30 66 1 1.0000000000000000e+00
30 66 18 3.0000000000000000e+00
30 66 22 6.0000000000000000e+00
30 66 29 4.0000000000000000e+00
30 66 33 2.0000000000000000e+00
30 66 38 3.0000000000000000e+00
30 66 50 1.0000000000000000e+00
30 66 53 7.0000000000000000e+00
30 66 54 2.0000000000000000e+00
30 66 55 1.0000000000000000e+00
30 66 59 5.0000000000000000e+00
30 71 5 1.0000000000000000e+00
30 72 59 1.0000000000000000e+00
30 74 48 1.0000000000000000e+00
30 75 18 2.0000000000000000e+00
30 75 28 1.0000000000000000e+00
30 75 29 1.0000000000000000e+00
30 75 38 2.0000000000000000e+00
30 75 50 1.0000000000000000e+00
30 75 53 1.0000000000000000e+00
30 75 59 2.0000000000000000e+00
30 76 16 1.0000000000000000e+00
30 79 1 1.0000000000000000e+00
30 79 15 1.0000000000000000e+00
30 79 18 2.0000000000000000e+00
30 79 33 5.0000000000000000e+00
30 79 38 2.0000000000000000e+00
30 79 50 2.0000000000000000e+00
30 79 53 4.0000000000000000e+00
30 79 55 1.0000000000000000e+00
30 79 59 5.0000000000000000e+00
30 80 5 1.0000000000000000e+00
30 80 18 1.0000000000000000e+00
30 80 33 1.0000000000000000e+00
30 80 55 1.0000000000000000e+00
30 80 59 1.0000000000000000e+00
31 1 47 1.0000000000000000e+00
31 4 32 1.0000000000000000e+00
31 6 6 2.0000000000000000e+00
31 6 30 5.0000000000000000e+00
31 6 42 2.0000000000000000e+00
31 6 48 3.0000000000000000e+00
31 6 49 3.0000000000000000e+00
31 6 52 1.0000000000000000e+00
31 6 53 1.0000000000000000e+00
31 8 15 1.0000000000000000e+00
31 13 6 3.0000000000000000e+00
31 13 30 2.0000000000000000e+00
31 13 32 1.0000000000000000e+00
31 13 38 1.0000000000000000e+00
31 13 49 3.0000000000000000e+00
31 13 52 3.0000000000000000e+00
31 13 53 1.0000000000000000e+00
31 15 6 2.0000000000000000e+00
31 15 17 2.0000000000000000e+00
31 15 30 3.0000000000000000e+00
31 15 32 1.0000000000000000e+00
31 15 39 2.0000000000000000e+00
31 15 42 3.0000000000000000e+00
31 15 48 1.0000000000000000e+00
31 15 49 1.0000000000000000e+00
31 15 52 1.0000000000000000e+00
